rating,poi_id,user_id
5,10200,83132101
4,5437410,18102865
4,22126,804225
4,6377299,51033500
5,6923,32773399
5,22126,56514602
3,7371,5101480
2,5435446,382702
3,5441242,80749964
3,4135,266064
3,21644,5282766
5,219508,91554826
4,3984,9604175
5,5429582,71679223
5,6323953,79076004
4,3783,65074564
4,5428757,43562250
4,5427927,17192660
5,6725809,89634639
5,4877,896556
4,6377322,78367248
1,3250,90009343
5,16261,33949747
4,7404366,62855346
4,3532,66136150
3,30199,10205063
3,21135,55752394
5,87591,46887935
5,6413,51813259
5,6049709,84672151
3,5439461,54330623
4,6628602,44512202
3,3812,307693
3,6375696,904417
1,3936,67863932
2,3357,57920492
2,4874,54943634
5,6328857,40868660
5,7731125,720143
5,6588538,89092735
3,6329732,61144704
5,23225276,44135477
3,16276,57553752
2,102620,93158023
5,7918161,50679148
4,7650281,32160070
2,6627764,19831824
4,5434928,39494221
5,7731239,86201496
3,3899,931861
4,6017988,72018062
5,6627768,684730
5,2000,72463125
4,3751,85849509
5,34781432,41387825
4,6327699,74663952
2,3487,55752394
3,4089,79096227
3,4882524,5045780
5,6627823,10147160
5,28136,80039611
5,3543,37515462
5,15175,31958076
2,3783,66624602
1,6627929,73317248
5,3557,18018840
1,21100,76774784
3,6725809,48688491
3,305819,17212445
2,3241,63354617
2,5426289,93803380
5,6327198,627905
4,834363,74693005
1,5437403,46023365
5,274002,46718809
5,8773237,68017539
2,34121,40797079
4,15278262,5235206
3,6151603,5561711
3,6018010,5381764
5,3250,95237938
4,105606,10332889
3,820880,76902648
1,7781,70049083
4,5438048,91528900
3,23731,17188253
3,5195,5095697
4,4412,71342239
4,5429129,65839070
3,5877224,84790046
5,3481,43025423
3,5426807,74895931
5,6329645,66852769
5,6871,81013078
4,5438433,90391675
5,5437410,72306026
3,5439416,50071452
5,6004241,36988743
4,21647,50740165
5,6018008,68529385
3,33586940,19137483
5,332246,54877887
5,5435155,93534364
4,3956,73684653
3,28124,85638558
3,6143672,80217242
5,5430993,52753874
3,6327218,19699016
4,6018008,76161830
5,6004241,19292763
4,7689422,75608717
3,5423924,17087653
5,896172,47776758
5,30150,39438197
3,5426662,56175930
5,5439475,67073326
4,6931387,76906963
4,34193,108327
5,6330208,65210675
3,7693277,43229043
5,409,56389675
5,5338068,59422766
5,3326,63803956
2,6820,40149308
4,3986,67424457
5,8092339,17115819
3,3562,78517752
3,5435124,91707528
2,3516,17258897
3,21100,31835240
3,5423924,62036031
3,6628593,43730484
4,3532,55663189
4,30118,47293229
3,5426613,79927806
4,256069,76526798
3,7379,17191062
3,6625756,34636209
4,3535,58896178
5,3553,48129425
3,5346622,93887648
3,5423924,38895434
5,5195,94323564
4,3487,88590900
3,3498,90342167
3,3499,34221432
5,34665,65482206
1,7379,62210269
5,5893,64704069
1,3490,19515009
3,3532,59265849
3,862884,57716006
3,26316,75913625
3,219508,57003220
4,21642,87410660
5,3326,47155003
2,3264,69568380
3,5427065,10631596
4,5401745,81260020
4,5438435,34688807
2,7385754,61719689
5,3535,62127323
5,6563564,48185046
5,6329349,88901367
3,3511,87526772
3,6903683,68560075
3,6563499,90377265
3,408,86458072
5,6329731,911760
5,6726231,954731
5,87642,1089414
4,34011,64689322
3,4163,10245047
5,16555,19156106
4,4250,42056036
5,6628593,50574538
3,21608,85564907
1,6407907,32166501
2,7412406,89519271
4,6627771,83844606
3,6929543,88606346
4,5085,74707564
3,6731,33069787
5,87591,63532337
3,11608,52867938
2,6329351,53958629
5,256986,41532296
2,5429531,43469532
5,3329,460799
3,5433819,947776
5,6903643,73577541
3,405,33961018
3,5338068,19622457
3,17042,61169298
3,6375817,19120999
4,297799,74674307
5,28050,5017466
3,17737,75217597
5,4016,65449399
5,16897,93795591
4,6328243,17283140
3,6625756,44041822
3,8475837,5359086
4,3863,5416117
5,6627963,85435415
1,4036,46114425
4,5192,5728080
5,5440368,10759152
3,15182,80217947
4,34068,420028
4,3478,36928942
3,6627768,74048030
1,21105,48866662
3,22053,5298436
3,3956,72914590
5,7895201,36353831
3,5341083,79757128
4,5998479,89634230
4,6627932,80867274
3,5438240,90321497
2,250791,43229043
3,890032,37878316
3,300450,31130823
5,9535,49191859
4,6149185,10501724
5,6931387,63147222
5,6413,78889975
3,839723,33342480
3,35074,17193895
5,4274,126581
3,34003,88413050
3,15179,914169
4,3250,47987936
4,17364,86197940
5,6049955,40702739
4,21606,5101480
3,3560,91466238
3,6583819,76090311
3,8338472,76418210
4,7462,37646088
4,6013278,63636657
5,5435130,72770189
5,3326,52515864
3,4815,19805257
4,502307,5307003
4,5341083,88691409
4,4129,74898179
5,21135,64539615
4,22090,82981046
5,34011,50017726
5,333444,89451121
5,11613,57128954
4,5428565,95168488
5,6627932,36238521
3,6327301,271901
3,7731239,5416416
5,34665,31386077
4,3506,67470533
4,3502,81911867
4,5984224,55712992
5,7255,17128128
5,78074,17143936
5,6327700,58159462
4,30210,5086563
3,26316,93027565
4,310512,64008730
5,6330619,17448152
5,5430567,50999804
4,6328097,75120786
4,6329729,46856818
5,4131,40533977
5,3986,69708644
4,11862,34387193
5,30150,17106536
3,77946,65083212
4,5426140,5089631
5,4119,85122443
2,10220,65823351
3,3535,65547982
3,30881,76791394
5,33531320,58576790
4,827688,62553873
2,3246,57171480
3,6059046,88400714
3,16284,76433531
5,6627897,81894025
4,4874,17474172
3,9961,90430774
4,6018010,58216946
3,3265,80415605
5,10220,19270892
5,27800,53096272
3,6820,54204968
5,41533,43615177
5,33531168,86813042
2,402,44836833
4,608897,10538790
4,4154,75418181
3,6059046,87636519
3,16305,350177
3,6375746,38229000
5,3822,86021659
3,3490,54236400
3,6725809,19988955
3,6143672,50799403
4,6150378,81815187
3,103581,36883312
5,21647,60833654
5,3481,82877331
5,41533,55543474
3,34003,1260410
5,33649716,598497
4,6427,84768932
5,6329637,455372
3,6330870,78366598
5,5440351,10874820
3,5894980,39543617
5,297809,85805710
4,4385,74256619
2,5503750,754374
1,6627769,64970686
2,8338472,910405
5,3912,40107808
5,21463,56825438
3,404,62950116
5,4135,88710979
2,10220,30888516
5,30810,65673682
5,26316,50328523
4,7928459,54526689
5,6563499,88788283
5,87590,629883
5,6328093,50728505
4,5435156,63452558
3,9448,853843
4,6627813,5282766
4,16261,46229185
4,26314,90321497
5,103349,804225
5,220414,57930016
5,6625926,79327590
3,6627927,59629318
5,11869,31165059
3,34003,74674307
4,7446,40043573
3,7559346,37780670
3,30199,93814475
4,5428565,50509608
5,77943,68829392
5,5998479,32097894
3,3813,263258
5,7896266,37578596
5,6151557,67277464
4,5427927,37475947
3,5423929,51946275
5,5990724,81362210
4,2026,63107116
2,7379,48443071
3,6627963,74267586
4,9597016,70059262
5,6055220,40542410
3,250791,44515501
5,6852650,83571480
4,10192,79762611
3,28124,66517061
3,7450,48669579
5,3562,80372820
3,21132,37008725
5,3511,83000989
5,3265,19549877
5,404,517991
5,33667492,30587885
5,5865171,58807649
3,6628593,93121570
3,6329728,58855365
3,305819,31874848
3,3731,59938570
4,103349,35200836
1,4037,55112018
4,5984224,439154
3,5870965,69454888
5,17170,69625389
5,5865136,93286421
4,6627771,66525567
5,299673,17441360
1,1127,60374206
5,26319,437566
3,6552446,75570288
5,6328093,31257801
4,2000,63574248
3,8092312,90321497
3,5430567,68522007
5,7693239,5395062
3,3511,43100107
3,29307,92377550
4,6588495,18084028
4,8089045,93747083
5,6042446,89349317
2,11608,932256
3,34004,51591856
4,26314,554463
5,6329731,51045791
3,16897,52035396
5,3747,10702609
3,3859,17489060
5,3563,44382678
4,34003,19216780
4,5429582,72207669
5,256986,54261092
5,7731162,85577313
4,3537,10548739
3,5423925,84790046
5,5865140,84813873
3,3511,69382237
3,4037,50454134
4,22017,56825438
5,5435127,10403306
4,5503750,17513063
1,6627929,213810
4,12136287,82774539
3,5435446,18029780
3,29308,43229043
4,6649650,84201775
3,6628590,11052305
4,6563507,61920822
1,5426662,17254411
4,5893,81842936
4,5438456,64531848
3,10123,5225023
4,22126,5358071
4,307243,94281355
5,6852630,43615177
5,5440315,69928634
4,11613,17379596
5,21135,1043644
5,6903692,53727103
3,3956,37878316
4,23731,17765024
4,15180,17155980
2,30189,90402002
5,4815,48163197
3,3953,17495854
5,34307952,35302065
5,22126,64173037
2,7616,10175363
1,3936,64694403
5,6329353,19818392
4,5510,73158852
4,6552446,86897202
5,220414,74092990
5,224949,36759789
3,6329341,84706438
3,6325937,57046907
3,6330868,63970812
5,2000,10747140
5,7032003,66716514
3,73862884,33254219
3,5423929,53128730
4,7781,84214005
3,6929585,88191843
2,34665,74972849
3,5429531,35189576
5,6627771,19864407
3,1129,59822734
3,5427515,17149376
3,6005387,83594924
5,5435132,71206890
3,6627771,82358294
3,5877378,78627058
5,5439461,83865029
4,16256,40636424
3,18971,93432853
3,29035,77460924
3,7379,52011130
2,4261,31083914
3,4246,73836859
4,7032079,451376
4,5440315,64076030
4,5423932,72642797
3,3543,68205332
4,3499,41323901
3,6375746,30005985
5,6331250,64951617
3,33282,939227
5,5431004,61740488
3,3246,57414631
3,7896236,46937311
4,3248,89855402
3,18969,68872690
3,17042,4429461
5,827688,64527759
5,28121,49180260
5,6103600,88829452
3,408,88899201
3,5439480,70856510
4,408,77183761
5,3246,19295081
5,4815,82746747
5,2000,83711767
4,22071,17474172
2,5428757,5542045
1,4037,30301218
5,4016,5165755
4,6325533,73534486
4,5439480,44515501
3,7731162,70931568
3,7379,31893713
2,3326,68879631
5,6329090,44820636
5,30199,88206615
3,299673,59076086
5,5894980,63672406
3,6326955,79311105
3,6005387,79435508
5,21460,68581351
4,5426613,61195760
3,6095191,33635813
5,17364,93063406
5,5437404,19331912
4,6627856,50891966
1,8328640,45316572
3,5877224,78766104
4,29049,91467071
4,5989708,74449897
3,33648916,80460751
3,6903692,93793362
4,841141,63574248
3,5426662,646104
5,5865171,75083287
3,7383871,62028121
4,16885,10519171
3,26316,65387322
3,7731162,63355198
2,21324,982900
3,830065,56531059
4,297803,19170223
4,7688374,60389543
5,17290,50612513
1,3248,81530111
5,5426220,32346990
1,21105,5451212
4,872793,85881063
3,6627929,92697968
3,5423933,42623527
4,10185,80096886
4,5434918,61384328
3,6427,86910652
4,6328097,1260410
4,21637,46254234
5,11614,66478486
3,5435127,17341504
5,7731125,80039611
3,27802,68625945
4,3515,49117645
2,9423,61334697
4,5874604,39221819
4,851657,19324826
5,3516,66356179
3,6731,982630
3,102620,5024108
4,2000,80435286
1,2651,62814241
3,6725809,38747945
3,34011,85198240
3,34006,40124067
5,8078903,79284088
3,23731,91946924
3,21349,50859901
5,29007,44161737
3,6627924,53168300
4,3955,17092363
3,6026847,55984366
5,5787235,94281655
3,4412,92984249
5,34121,5676184
4,6327310,66270705
4,5894980,39669681
5,34003,91943877
5,3543,62083677
2,4089,31494891
5,34771572,78967265
3,4239,35492310
3,5426324,79321438
5,30199,88260688
5,872794,89007803
3,6005387,39547769
1,21098,82545985
3,33581564,75113840
5,3526,896556
5,5434918,71453297
3,835681,75608717
5,4150,39072829
5,33586848,55904812
5,6095191,560296
1,3557,41254828
2,11907,5380923
3,87591,55874624
3,862884,82638498
5,17035,236321
5,10175,5028119
3,26316,38347973
3,5426289,31259511
4,21850,19250781
4,5427519,63226378
3,407,66381680
2,6375775,827770
1,222804,383615
3,5865171,53972917
3,22126,5396404
5,6588516,65691331
5,77946,81117430
5,23746,39593005
3,7693277,48408717
4,6725763,37800155
3,5426324,80392298
5,7385754,30432177
3,30162,49723819
4,312012,53642132
5,5988971,77185287
5,342607,632981
3,9448,43229043
4,5793965,40529481
2,5989321,46898252
5,38436496,65033622
3,834363,41256543
1,21098,17780456
5,835246,40716152
4,6328866,43773243
4,9081035,10516227
4,5433556,80096886
4,5990724,17143108
5,30203,19404064
4,11603,44312544
4,6631199,427508
1,6150474,42870957
5,6377299,5328911
3,5429128,44976113
3,7663,71567879
5,6552446,19930604
5,8071726,74809617
5,24722291,87665357
3,6145403,64647911
5,21599,560296
3,30118,1742368
4,34031608,58090221
5,8773237,19986196
4,21315,62894617
5,5434918,55039469
4,5423934,75591511
3,3326,17333293
3,7616,13008224
2,34004,17362143
1,6820,67813793
3,5787235,73671578
2,26316,89900049
2,4002,73248696
1,3357,41434458
4,30881,76905933
3,835246,57438887
1,6302266,42519727
5,3557,72292742
3,6906507,5093609
5,21642,58349198
5,5439831,38781699
4,6328375,42255370
4,5865139,43838957
3,4119,93814475
5,5427515,17076340
3,9402,75023873
2,29035,756309
4,5929,80228264
3,799037,59265849
5,250791,71120778
5,5435458,92959072
4,56690972,48703646
2,4154,32226762
3,862884,79657268
5,4261,60981772
5,6328093,87652926
5,5998479,56298709
5,6419249,90325320
4,5429134,58922530
5,7559346,33929098
4,832203,59598418
4,3248,33773207
2,11865,47850503
5,34665,71939748
5,3953,53171165
3,5998479,49257589
4,5423933,37811996
3,11862,5380923
3,4131,70270770
5,253838,62254999
4,6725763,51794854
5,4797,62103095
3,3474,34687271
5,6628984,44547035
4,339214,50846579
3,34068,53480148
3,4875,36124977
4,4135,66525567
4,3481,43038324
5,9005091,32851669
5,6627868,5552929
5,11869,5558446
1,7825,30970761
4,4430,56825438
3,5428565,65272348
2,4037,19308222
1,4932864,34303484
3,3497,931861
3,9423,68560075
4,799831,17574550
4,4135,67264169
3,21351,17665957
5,6375746,51733232
3,11907,69378601
4,6332031,670052
4,4807,71800279
5,6328374,93855080
4,16509,5559197
4,7895147,17632732
5,4239,85274966
3,6933,5216211
3,9977,55752394
4,6026847,66085874
4,3731,10235329
3,6627963,54008888
3,34125,68306162
5,3741,88788283
5,6329346,81842936
3,6327701,56276441
4,10175,50631848
1,3246,38204965
3,21466,10280364
3,5426324,19487376
5,5984224,19861565
4,3955,17236981
5,4142,73397572
3,402,646104
3,6627801,671577
3,6906507,17608230
4,7731125,5021313
5,34781432,32551695
2,29035,54923935
2,6328370,65731805
4,6933,82676813
3,11907,5492273
3,4239,58613346
5,4142,60704238
5,4037,5414253
2,3741,59815616
4,4035,41045106
3,6328857,80415605
4,4131,50682543
5,6658110,72414968
4,213379,78412188
3,6327197,30023706
4,6055220,19062143
4,6871,970447
3,6820,48529364
3,9402,81876700
1,5865136,59624562
5,2651,76288322
5,21303,55269259
5,5437403,36299028
5,7928459,77591255
4,10047,37536767
4,27786,49662868
5,4131,88414316
3,5426613,87881764
3,5423924,76915132
3,5877070,76390014
4,29996,62236168
3,219508,43229043
3,5423929,61991475
5,3745,84357787
4,3783,76815725
4,3526,754374
3,6331965,53299119
5,3474,70808677
5,4250,39205113
3,312012,36575891
2,3326,91503632
3,4781816,575967
5,5793965,40719868
5,6328093,86527697
5,841141,76446118
5,6375800,67073326
2,10160,62535148
5,5435132,56728028
3,7054689,17057750
5,3998,82794185
5,33667492,88920655
4,333444,573132
5,7256,81071398
4,11600,56113394
5,5431004,52658064
4,7054687,31175780
3,6627856,17760634
4,6323155,53260397
4,6329728,83764075
3,28099,661717
3,5796645,44844141
4,6903643,32312242
2,3986,19410268
4,6330210,76434906
2,18556657,84169135
4,6327296,55614095
4,299673,63940426
5,6026847,52477547
2,5435446,52169587
5,17504,75094056
4,4061,10762781
3,6005387,34654542
4,56690972,91880863
4,33534332,70738067
5,6149185,93463211
4,33282,17304310
5,4131,17614418
5,11608,38444421
5,18971,48482019
4,6151603,41115239
5,3250,70058311
3,6627801,93797124
5,6419249,952087
4,6559394,61894621
4,6330625,78169462
5,4239,30883507
5,3953,40849530
3,7446,88921864
5,16897,38347973
4,3519,19837452
4,5429611,55871043
3,10220,44097320
4,6725763,53460913
3,22053,1039629
3,4131,17422887
5,5427519,30023706
4,4142,48649700
5,5401745,93224499
4,105779,5028582
4,6931387,70945748
4,34070284,54946981
3,10192,52155656
4,5427806,48625979
5,6628602,83685683
4,7650281,67854021
5,6336847,87363314
2,26316,54633232
4,4815,58232125
5,5998479,84129722
4,7379,63216017
3,6375724,47240988
1,6725809,72312276
3,6627823,93132437
5,29315,59176720
5,87642,45342812
5,7047173,69458770
3,4061,77048177
3,847291,50303973
5,33667440,61432874
5,21466,450234
5,7693277,84915180
3,3326,40707960
5,6631237,75591511
5,3751,45289492
3,6328093,94260848
3,5423929,47589974
5,9448,79778164
3,6326950,79386041
3,103647,93361656
3,28124,82825878
5,5793965,50911500
3,5426808,90321497
3,3526,57300157
4,17737,5747954
4,6017988,36973932
5,7731113,76915132
4,6327699,86910366
3,3506,38456052
5,6376009,75114413
4,6657230,66861021
2,21324,53299119
5,7687427,92845176
5,7340,70650643
4,6327215,31218053
5,6649636,57335630
5,6327771,13118040
5,6924,59163656
3,2000,19513720
4,851657,33432266
3,3532,54777317
4,8082138,19557032
4,3822,56924638
3,6151603,336300
5,253838,49901723
3,219508,10686557
5,6325627,93715468
4,5324056,39149743
4,7781,19160292
5,34003,78600828
4,5428660,37341984
4,4036,86935754
4,78073,31079625
4,5894980,67216766
3,5338068,55217152
5,15179,5454968
5,7925301,539861
3,11616,296294
5,10216,93513578
5,7046064,58859148
3,830065,74693005
4,4932864,10626567
4,6725763,61902412
4,30801,823769
1,16269,17336157
3,7054687,81476563
3,3506,93919648
4,30809,75009219
3,103647,34857749
5,28099,51799841
4,4135,48070171
3,102620,73576068
5,6375724,1046576
5,3478,57492392
5,6331204,93074531
3,18972,17188945
4,21642,19537883
5,4270,18069355
4,34193,19109979
4,7381,79417840
3,3246,71386928
5,30881,64531848
4,8471590,80388902
5,6923,77936310
3,6375817,82989797
3,3731,48073258
4,29035,66478486
3,21324,41889818
5,6627844,75502242
3,6145403,90321497
4,5156,82981046
4,4430,87410660
4,7915793,84053392
3,29049,78741143
3,34004,45796474
3,3986,48073258
4,4877,86613379
4,6726231,81571690
3,11897,77555731
5,6916,55648704
2,10124,19201412
4,6910,91562896
1,6796690,74218592
3,78073,36139363
3,5870965,90210022
5,6260847,54598134
5,5796645,71246909
5,6005657,55859032
5,30199,72056580
2,11616,69306368
5,15176,93962131
5,35074,10575497
3,3561,72964898
3,872793,51719256
4,87591,73971130
5,6302266,30849957
5,8092339,80156676
4,3985,75608717
3,11869,34854600
5,7046902,19109851
5,10185,48827164
3,6725763,40022811
2,10220,17574550
3,4036,36413683
4,4239,93652054
5,8430,41469256
4,6628602,77996538
4,21877,49772906
4,21715,70562358
4,6627823,73664221
5,6328097,32128045
5,17504,194001
3,21135,63997437
5,4269,58450485
3,3557,56140985
5,5346622,1000373
5,3746,46504684
5,7383692,56191316
5,6375724,44409327
4,7650281,59359194
3,6588495,19464286
5,9003228,66764166
3,103647,44972258
3,6658110,80614197
5,6005387,38304518
5,299673,5256781
5,33650276,86442929
4,4269,69493799
1,6628992,43960591
2,6731,108327
4,8077950,77886149
5,6627769,63620668
4,73862884,61902412
3,312012,92897482
5,17503,19463623
4,21098,824429
5,6329731,83959345
3,17737,85849305
5,6329732,86533937
3,9958,453730
5,50002528,17344411
5,7731125,71351263
4,3478,74151913
3,5793965,58657034
5,16261,43911191
5,3912,44995709
4,6330868,36696448
4,835246,554289
5,4002,78935827
5,6329090,69274593
5,30810,19651011
3,22728,46514720
5,21351,88886654
5,4089,73423908
3,5435134,74086428
4,22728,74826674
5,3506,80838823
4,6628594,57633488
5,6563507,5686690
4,5429440,37970659
2,6563507,74418381
3,3731,50122841
5,5423934,43809955
4,2000,68392620
5,3472,31729765
3,5865171,49799077
5,6327706,88671565
5,34003,49514045
4,23746,33104470
5,799037,5228816
3,3326,50486529
4,3478,34867359
3,3352,40707960
5,70040988,66916851
5,3328,17397987
5,6627927,52320545
1,5426220,84733493
5,409,47430474
5,6042446,93712038
4,7329,80096886
3,7650281,17168478
4,6060643,35703493
5,207674,93808795
3,11603,55169760
5,8071726,43615177
4,6936,17484766
3,4037,5233155
5,331807,17713845
3,77946,55993619
3,222804,74267586
1,9946320,32427987
3,3502,77618795
2,10160,67453681
2,3326,94281655
4,30118,17519876
5,6055220,77744522
3,6627948,93898457
5,27788,53201183
1,27776,62134938
3,17290,75359299
3,5794756,69644822
3,4163,53221040
5,16284,19144690
4,11865,82812924
3,102620,35064839
5,8474610,72097003
5,3500,91737137
3,6563564,19759211
4,342607,629256
4,4035,60955100
3,11862,266064
3,402,30762988
4,4781816,64675325
4,9003228,59977836
3,6563507,32443812
5,6328097,61144704
3,6150378,17675079
5,6329728,19532693
3,3731,93155772
4,16771237,17520332
5,21135,78410775
4,7919259,50277700
4,7731239,66164623
4,103647,48600118
4,7731239,90557720
2,6627929,17364997
5,871221,41655239
3,6959480,55118306
5,6936,33480746
5,33282,249545
3,4269,17474172
4,6323953,77037566
5,404,61792767
3,4089,67767609
4,8541256,1003823
4,22728,455419
5,5426830,93055902
5,5429134,10754591
3,4239,87552190
5,24579,89805555
4,8538486,82794185
5,15175,88023244
5,87642,72651090
5,41544,17232838
3,4250,42342730
5,21098,31150765
4,6330625,10135907
4,7731239,19899362
3,405,89304829
3,103581,15046927
4,5427519,77147405
5,3526,94413812
3,10047,465091
2,5426220,19916339
4,5423934,19621427
5,11865,71022232
5,220414,82690187
5,6327215,18119033
3,5195,38038352
3,77946,93587129
4,6257203,671091
3,6906507,32515899
4,6903692,93708094
3,5865171,90466482
3,7918545,465091
5,3953,17511463
5,4412,11003586
4,297749,80096886
1,29035,17304310
4,7922,626529
5,26319,69716602
5,4430,92996887
3,5428757,61144704
2,9005091,95233158
3,3265,50859901
5,6330625,47823150
5,8077950,85242929
4,10220,50372505
4,7918545,34637658
5,830065,84660213
2,9092247,92959072
4,11872,91596431
3,87591,55871043
5,28136,69716602
3,6005387,92720521
4,6627801,72631197
5,6327700,51159481
4,5503580,43903776
5,7731239,78939117
5,6329078,46260539
1,3503,89297678
4,339214,33329056
4,5440371,92997552
3,11613,46325583
4,5439480,51217924
3,4270,266064
5,4154,69106716
3,3500,5242371
3,6013278,90321497
5,17290,66787911
3,4016,5430493
4,6627868,51893169
5,17035,36759789
5,7688374,5120120
5,87591,771478
3,6627897,90522991
3,21100,93066164
5,6327786,32364831
3,508986,60325193
3,4246,75608717
3,5435134,460799
3,4246,265990
4,28119,75309675
3,3250,76390014
1,3956,72631197
3,3984,57593714
5,34011,93827041
5,16305,67730971
3,5434928,5378718
3,7926758,64133127
4,274002,17511463
4,6822,1000373
4,6049707,79513967
3,6053364,140840
3,312012,61560212
3,4239,150004
5,207674,84459102
4,6375817,72813395
2,3532,72045660
3,5435449,629718
3,3783,72866355
3,6725809,958787
5,3985,32773399
4,3812,91459936
3,6929451,55752394
4,5426140,72657393
5,21460,31667086
4,6329728,47391473
4,5984224,43798568
5,6563564,86396302
3,6625756,17333293
1,21100,38662371
3,404,82174792
5,4131,94142795
5,21644,38305859
5,5435132,74449897
5,1129,71800279
4,5426830,68646127
4,5988971,65288016
3,5436369,2153188
3,402,824429
4,5429128,44515501
4,87590,17712202
3,17170,33533677
4,7693611,17112934
4,6329342,64002985
5,6563564,36575433
2,6627769,88093582
3,3745,85512356
3,30203,93814475
3,16276,89444161
3,3516,87587208
4,5439453,73709385
2,5426662,79543198
5,6143711,77270117
5,6018010,87930399
5,9961,77797857
5,15175,67129548
3,610141,87519783
2,3526,40702654
3,21324,51947762
3,3516,49662868
5,5426857,87197700
4,87590,824429
4,6627968,43929225
3,4874,49224399
4,87591,65243482
3,3250,58447537
4,4807,67166974
3,9452,59110722
4,849540,17379596
3,33676072,38032809
4,6563507,63636657
3,4781816,52059799
5,5427065,37190699
3,7919259,19692125
3,827688,73020140
5,5422434,84010086
